3449564,"GÃ¤vle"
3451661,"Guldbagge Award"
3456139,"Akranes"
3476035,"Pagan Records"
3477579,"Behemoth (band)"
3478304,"Nektar"
3479102,"Silly Love Songs"
3481598,"Lollipop sequence numbering"
3483388,"Theo Avgerinos"
3483389,"Fifty Pills"
3486139,"Kelis"
3486215,"Recording Industry Association of America"
3491704,"Universal Records"
3517602,"RadioShack"
3522585,"Commission on Human Medicines"
3524064,"UK Research Councils"
3527138,"Advocate"
3528085,"Local government"
3528253,"Parliament"
3528309,"United Kingdom"
3528376,"Business magnate"
3529562,"Institute of Directors"
3530222,"Elections in the European Union"
3531334,"University of Oxford"
3531352,"New universities"
3531372,"University of Warwick"
3531395,"University of Leeds"
3531784,"Prime minister"
3531976,"National Health Service (England)"
3532644,"Harold Wilson"
3532817,"Department for Environment, Food and Rural Affairs"
3533126,"Maiden speech"
3533202,"Department of Health (United Kingdom)"
3533809,"Parliament of the United Kingdom"
3533840,"Member of Parliament"
3534415,"Margaret Thatcher"
3535196,"Board of Trade"
3536168,"Minister of Technology"
3537476,"Trinity College, Cambridge"
3537850,"Cabinet collective responsibility"
3537952,"Frank Cousins"
3538705,"HM Revenue and Customs"
3538709,"Chancellor (education)"
3539949,"Coalinga Oil Field"
3540138,"Reaction inhibitor"
3540214,"International Green Construction Code"
3540612,"NestlÃ© boycott"
3541899,"Dental degree"
3543890,"Sinclair Knight Merz"
3543963,"Monitoring"
3543965,"Cure monitoring"
3552106,"Chaos (cosmogony)"
3564049,"Heineken brands"
3565117,"Seagram"
3566700,"Drink"
3566736,"The Coca-Cola Company"
3567803,"CafÃ© au lait"
3570910,"Fungus"
3572745,"Cloud point"
3573258,"RCA clean"
3573260,"Werner Kern (chemist)"
3581804,"Freiherr"
3584639,"German language"
3584641,"French language"
3584643,"Coat of arms"
3584664,"Kindergarten"
3584680,"Primary school"
3584681,"Switzerland"
3586096,"Jona"
3590432,"Faculty of Law, Cambridge"
3590433,"Graham Virgo"
3591209,"Cambridge"
3596535,"Aditya Birla Group"
3596629,"Mo och DomsjÃ¶ AB"
3609907,"Pali"
3622024,"Typewriter"
3622441,"Unicode"
3624419,"Placeholder name"
3624704,"Language acquisition"
3625222,"Word"
3625270,"Grammar"
3625540,"Linguist List"
3629087,"Rotuman language"
3629858,"Russian language"
3629865,"PeÌ\u8dh-Å\u008de-jÄ«"
3630326,"Ian Maddieson"
3630356,"IETF language tag"
3630357,"Language code"
3630383,"Phonological hierarchy"
3630827,"ToBI"
3630944,"List of ISO 639-3 codes"
3631265,"Central Pacific languages"
3631490,"Word salad"
3631491,"Clanging"
3631642,"Association for Laboratory Phonology"
3631645,"Mary Beckman"
3641093,"Ethiopia"
3644297,"Freiberg"
3646891,"Sandra Buckler"
3647774,"Ontario Highway 17"
3648285,"Bruce Lonsdale"
3651046,"Qashani"
3655077,"Central European Time"
3657346,"Serbia"
3660755,"Franco-Prussian War"
3665165,"China National Highway 215"
3665170,"Aksai Kazakh Autonomous County"
3669145,"Murder"
3669297,"Capital punishment"
3670817,"Profit sharing"
3670833,"Retirement plans in the United States"
3671164,"Pay-as-you-earn tax"
3671369,"C corporation"
3671445,"Internal Revenue Service"
3671497,"Withholding tax"
3671500,"International taxation"
3671649,"Tax resistance"
3671688,"Kwasha Lipton"
3671868,"Bank Secrecy Act"
3672670,"International Forum on Globalization"
3672678,"Maude Barlow"
3672743,"Civil awards and decorations"
3674484,"Sisters of Charity of Saint Elizabeth"
3674659,"Mission (Christianity)"
3674678,"Theology"
3675154,"Mandatory retirement"
3677512,"Promulgation"
3678305,"Catholic Church"
3678757,"Doctorate"
3678837,"Faculty (division)"
3679410,"Licentiate"
3680106,"Rome"
3680115,"Professor"
3680570,"Elizabeth Ann Seton"
3680662,"Missionary"
3680720,"Friar"
3680732,"Abbess"
3680773,"Bishop"
3682232,"Reader (academic rank)"
3684909,"Fountain"
3686457,"Johnny Reb"
3686461,"Johnny Rebel (singer)"
3687977,"Dictionary of American Biography"
3691065,"Homi Wadia"
3691066,"JBH Wadia"
3691069,"Boman Shroff"
3691071,"John Cawas"
3691072,"Fearless Nadia"
3692409,"Mauj"
3693767,"CDDA"
3694578,"Global music industry market share data"
3699507,"Ours (singer)"
3702365,"Fredericton"
3703449,"Rate integrating gyroscope"
3704560,"John Welch (architect)"
3706735,"The Settlers of Catan"
3706736,"Kosmos (publisher)"
3720427,"Westchester County, New York"
3720897,"Middle Island, New York"
3721407,"Nassau County, New York"
3721544,"Great Neck School District"
3722363,"The Bronx"
3722511,"East River"
3723274,"Brooklyn"
3726144,"CafÃ© du Monde"
3728607,"Obituary"
3729090,"Rotary International"
3729513,"Businessperson"
3729581,"Louisiana"
3729605,"General election"
3729716,"Calcasieu Parish, Louisiana"
3729971,"Gibsland, Louisiana"
3730134,"Lake Charles metropolitan area"
3730143,"Moss Bluff, Louisiana"
3730144,"Gillis, Louisiana"
3731442,"Michael Schudson"
3732351,"New Life Churches, New Zealand"
3737482,"Book of Days (Nektar album)"
3739148,"Longburn Adventist College"
3739617,"Seventh-day Adventist Church"
3742264,"United Arab Emirates"
3742805,"Dubai"
3754928,"Capacitance probe"
3754929,"Frequency domain sensor"
3754930,"Neutron probe"
3756666,"Robert Eagle (writer and director)"
3758075,"Holt, Norfolk"
3758076,"Norwich"
3765122,"Human settlement"
3771833,"Burgee"
3773224,"Insurance policy"
3773227,"Liability insurance"
3773437,"Accidental death and dismemberment insurance"
3773442,"List of insurance companies in India"
3773484,"TATA AIG General Insurance"
3773488,"Property insurance"
3773492,"Home insurance"
3773547,"Insurable interest"
3773552,"Finite Risk insurance"
3773553,"Retrospectively rated insurance"
3774081,"Hamburg"
3775073,"Saint-Nazaire"
3775075,"Revolutions per minute"
3777044,"Charles Algernon Parsons"
3777103,"Steam engine"
3778557,"Steam turbine"
3779539,"Ocean liner"
3779777,"World War I"
3780083,"Diesel generator"
3780524,"Original six frigates of the United States Navy"
3781269,"List of national archives"
3781326,"Ship"
3781430,"Harwich"
3781489,"Marine insurance"
3782126,"Japanese battleship Tosa"
3782704,"Krupp"
3782911,"Aft"
3784187,"George Pocock"
3784277,"Tonne"
3784904,"Prize money"
3785294,"Carronade"
3785339,"Royal Navy"
3785472,"Plymouth"
3785563,"Herbert Sawyer (1730â\u80\u00931798)"
3785636,"Obusier de vaisseau"
3785852,"Napoleonic Wars"
3785947,"Turbo generator"
3785958,"Kingdom of Great Britain"
3785971,"Royal New Zealand Navy"
3785981,"Commodore (rank)"
3786876,"Chapel"
3790805,"Slovenia"
3791175,"2010 Slovenia floods"
3792679,"Parish"
3792954,"Vipava (river)"
3792995,"SoÄ\u008da"
3795916,"Alexander I of Russia"
3795939,"Karl August von Hardenberg"
3796303,"Battle of Waterloo"
3796850,"Napoleon"
3796857,"First French Empire"
3797785,"Guillaume Philippe Benoist"
3797786,"La Clairon"
3800033,"Geography"
3804921,"GEOnet Names Server"
3818844,"Water resources"
3818985,"Agroecosystem"
3824156,"Department of Agriculture, Fisheries and Forestry (Australia)"
3824766,"Shanty town"
3829213,"Black people"
3829661,"South Africa"
3829746,"Walter Battiss"
3829857,"Fauresmith"
3830075,"Menlo Park, Pretoria"
3830103,"McGregor Museum"
3830104,"Wonderwerk Cave"
3830470,"Norman Catherine"
3831612,"Sea serpent"
3831850,"Seychelles"
3832093,"Latin"
3832854,"Mozambique"
3833920,"Mealworm"
3834704,"Guyana"
3836335,"Tide"
3836398,"Food and Agriculture Organization"
3836485,"Ecotourism"
3836493,"Biodiversity"
3836521,"Coprophagia"
3836834,"Fossil"
3838857,"Coast"
3838937,"Indian Ocean"
3838975,"Overfishing"
3838992,"Water column"
3839147,"Benthos"
3839155,"Algal bloom"
3839340,"Shark"
3839662,"Breeding in the wild"
3839785,"Systematics"
3839813,"World Wide Fund for Nature"
3840200,"Stream"
3840216,"Linnean Society of London"
3840241,"Fish"
3840393,"Starfish"
3840452,"French Guiana"
3840586,"Fresh water"
3840598,"Animal cognition"
3840940,"North America"
3841328,"Mandarin Duck"
3841487,"Africa"
3841743,"Asia"
3841895,"Chordate"
3842751,"Sub-Saharan Africa"
3843508,"Central America"
3843714,"Americas"
3843841,"South America"
3843943,"Systema Naturae"
3844608,"Animal communication"
3844654,"Detroit Zoo"
3844970,"Alpaca"
3844999,"Animal locomotion"
3845516,"Mammal"
3845656,"Desert"
3845670,"Turtle"
3845730,"Snowshoe hare"
3845910,"Ruminant"
3845912,"Pig"
3845922,"Eocene"
3845930,"John Edward Gray"
3845957,"Albinism"
3845983,"Yak"
3846028,"Reindeer"
3846043,"Ferret"
3846331,"Southeast Asia"
3846358,"Nepean Sailing Club"
3846402,"Zoology"
3846419,"Proventriculus"
3846441,"Animal"
3846508,"Crop (anatomy)"
3846536,"Taxon"
3846567,"Deforestation"
3846750,"Nature reserve"
3846752,"Salinity"
3846753,"Marine debris"
3846754,"Ocean current"
3846759,"Class (biology)"
3846860,"Paw"
3847433,"Rodent"
3847686,"International Whaling Commission"
3847822,"Sauropsida"
3847886,"Alfred Romer"
3847942,"Dinosauromorpha"
3848183,"Pleurodira"
3848311,"Suriname"
3848458,"Tristan da Cunha"
3848630,"National park"
3848723,"Zoogeography"
3848856,"Bay"
3848889,"Jane Goodall"
3849651,"Gekkonidae"
3850949,"Vertebrate Paleontology and Evolution"
3850950,"Vertebrate Paleontology (Romer)"
3851023,"Podocnemididae"
3851026,"Madagascan big-headed turtle"
3852559,"Pharyngeal slit"
3852560,"Pharyngeal jaw"
3853312,"Geologist's hammer"
3854559,"Easter Seals (Canada)"
3855022,"Diplodactylus"
3855032,"Diplodactylus vittatus"
3855048,"Christinus"
3855049,"Christinus marmoratus"
3855050,"Christinus alexanderi"
3855051,"Christinus guentheri"
3856893,"Beach nourishment"
3856916,"Flood Control Act"
3856921,"Rivers and Harbors Act of 1899"
3857816,"Old Age Security"
3857817,"Canada Pension Plan / Old Age Security Review Tribunals"
3857958,"North Frontenac, Ontario"
3857964,"Plevna, Ontario"
3857966,"Brule Lake (Ontario)"
3858777,"Garrison Dam"
3859162,"North Dakota"
3859259,"Bismarck, North Dakota"
3862658,"Pink Moon"
3863107,"John Wood (music producer)"
3863127,"Fairport Convention"
3863521,"The Jimi Hendrix Experience"
3863597,"Acid rock"
3863629,"Jimi Hendrix discography"
3863672,"Billy Cox"
3863682,"Machine Gun (Jimi Hendrix song)"
3863699,"Juma Sultan"
3863700,"West Coast Seattle Boy: The Jimi Hendrix Anthology"
3863701,"War Heroes"
3863703,"Voodoo Soup"
3863704,"Midnight Lightning"
3863705,"The Cry of Love"
3863706,"First Rays of the New Rising Sun"
3863707,"Rainbow Bridge (album)"
3863708,"South Saturn Delta"
3863709,"Blues (Jimi Hendrix album)"
3863710,"Crash Landing (Jimi Hendrix album)"
3863711,"Nine to the Universe"
3863712,"Angel (Jimi Hendrix song)"
3863713,"Dolly Dagger"
3863714,"Freedom (Jimi Hendrix song)"
3863721,"Message to Love"
3863723,"John Jansen (record producer)"
3863725,"Larry Lee"
3863727,"Rainbow Bridge (film)"
3864064,"Steeleye Span"
3872255,"Vermes in the 10th edition of Systema Naturae"
3872982,"Species"
3873152,"Gastropoda"
3873153,"Mollusca"
3873171,"Terrestrial animal"
3873515,"Snail"
3876030,"Onchidella"
3876032,"Onchidiidae"
3876033,"Systellommatophora"
3876110,"Paraperonia"
3876114,"Paraperonia fidjiensis"
3877549,"Spondylus"
3879973,"New Mexico"
3884424,"Adrian Sherwood"
3884489,"Jimmy Norman"
3884670,"Jamaica"
3884913,"Reggae"
3885041,"Prince Far I"
3885189,"Message from the King"
3885190,"Long Life"
3885191,"Cry Tuff Dub Encounter Chapter 1"
3885192,"Under Heavy Manners"
3885290,"Linton Kwesi Johnson"
3885291,"Dennis Bovell"
3885346,"Psalms for I"
3885399,"Songs of Freedom"
3885410,"Get Up, Stand Up"
3885414,"Chances Are (album)"
3885786,"John Morris"
3886044,"International Talk Like a Pirate Day"
3886202,"Piracy"
3889493,"Lake, Mississippi"
3889581,"Mississippi"
3889637,"Scott County, Mississippi"
3889691,"Area codes 601 and 769"
3889872,"Conehatta, Mississippi"
3889874,"Newton County School District"
3894345,"Capo d'Orlando"
3895426,"Po (river)"
3895628,"Comune"
3899364,"Lombardy"
3901606,"Mount McKinley"
3901925,"Avalanche"
3902269,"Mount Everest"
3902450,"Sierra Club Books"
3903310,"Fifty Classic Climbs of North America"
3903588,"Abruzzi Ridge (Mount Saint Elias)"
3904207,"Alps"
3904230,"Chablais Alps"
3904238,"Dents du Midi"
3904826,"Swiss Alps"
3904891,"Mountain"
3904927,"Pennine Alps"
3904931,"Monte Rosa"
3904964,"Matterhorn"
3904974,"Mont Blanc massif"
3905021,"Valais"
3905054,"Monte Moro"
3905083,"Val d'Illiez"
3905084,"Pas de Morgins"
3905085,"Morgins"
3906564,"Ã\u0089cole Militaire"
3906894,"Parc AndrÃ© CitroÃ«n"
3907176,"Grenelle"
3907513,"Georges-EugÃ¨ne Haussmann"
3907930,"La DÃ©fense"
3912124,"Hereford"
3912846,"River Severn"
3913830,"County record office"
3913833,"Diocesan record office"
3914806,"Font-Romeu-Odeillo-Via"
3914826,"PyrÃ©nÃ©es-Orientales"
3916420,"Languedoc-Roussillon"
3917954,"Montenegro"
3919548,"Old Pylos castle"
3919627,"Voidokilia beach"
3921391,"Ottoman Empire"
3921716,"Bayezid II"
3921830,"Battle of Zonchio"
3921831,"Battle of Modon"
3921832,"Ottomanâ\u80\u93Venetian War (1499â\u80\u00931503)"
3923798,"Trolleybus"
3924444,"Friuli-Venezia Giulia"
3924885,"Xylanase"
3925885,"John Savage, 2nd Earl Rivers"
3925889,"Thomas Savage, 3rd Earl Rivers"
3926650,"Frodsham"
3927109,"Lock (water transport)"
3927721,"Stake"
3927876,"Larry Brilliant"
3927877,"Seva Foundation"
3929503,"Albert FranÃ§ois Lebrun"
3929506,"French Third Republic"
3929561,"President of the Council of Ministers"
3930257,"Award"
3930557,"Naval Service (Ireland)"
3932454,"Department of Education and Skills (Ireland)"
3932762,"Department of Agriculture, Food and the Marine"
3933098,"Erskine Hamilton Childers"
3933151,"Irish presidential election"
3933394,"Trinity College, Dublin"
3933764,"Brendan Behan"
3935448,"Ireland"
3935658,"Local government in the Republic of Ireland"
3935698,"Kildare"
3935709,"Circuit Court (Ireland)"
3935761,"ESB Group"
3935780,"Republic of Ireland"
3935813,"Donabate"
3935871,"Anglo-Irish"
3935888,"Dublin"
3935889,"St Mary's Pro-Cathedral"
3935909,"Church of Ireland"
3936044,"Bord GÃ¡is"
3938783,"Cork Institute of Technology"
3939585,"Cork (city)"
3939596,"Hurling"
3939910,"Irish people"
3940123,"Froebel College of Education"
3940124,"Church of Ireland College of Education"
3940403,"Michael Collins (Irish leader)"
3940404,"Irish Civil War"
3940768,"LÃ\u89 Maev (02)"
3940853,"John Philip Bagwell"
3940855,"Marlfield House, Clonmel"
3941189,"Keeper of Zoology, Natural History Museum"
3941713,"Religious Sisters of Charity"
3942891,"St. Vincent's University Hospital"
3943213,"Children's University Hospital, Temple Street"
3943239,"Eden Quay"
3943240,"Marlborough Street, Dublin"
3943256,"Dublin quays"
3944033,"William Tinsley (architect)"
3944445,"Seychelles Federation of Workers' Unions"
3944557,"Bukluran ng Manggagawang Pilipino (BMP)"
3944666,"Eurocadres"
3944725,"International Trade Union Confederation"
3944818,"Federation of Free Workers"
3944890,"Trade Union Advisory Committee to the OECD"
3944896,"European Trade Union Confederation"
3944903,"International Centre for Trade Union Rights"
3944913,"National trade union center"
3944915,"Danish Confederation of Trade Unions"
3944920,"Confederation of German Trade Unions"
3944959,"Global union federation"
3944992,"IndustriALL Global Union"
3944993,"IndustriAll â\u80\u93 European Trade Union"
3945010,"Education and Science Workers' Union"
3945012,"European Metalworkers' Federation"
3945014,"International Metalworkers' Federation"
3945017,"International Transport Workers' Federation"
3945036,"Michael Sommer"
3946244,"Prague Declaration on European Conscience and Communism"
3946260,"Office of the Federal Register"
3946261,"Slip law"
3946830,"Frank O'Connor"
3946980,"Envoy, A Review of Literature and Art"
3947074,"Desmond Hogan"
3947089,"Benedict Kiely"
3947138,"Cappagh National Orthopaedic Hospital"
3947859,"Jack Butler Yeats"
3947990,"Irish art"
3947992,"Royal Hibernian Academy"
3948003,"National College of Art and Design"
3949752,"Education in Cork"
3949753,"St. John's Central College"
3951472,"Little St Bernard Pass"
3956140,"Federico Bahamontes"
3957222,"Champs-Ã\u89lysÃ©es"
3958702,"Alt"
3959918,"The Lost Symbol"
